item_id,round,draft,kind,target,tracker_url,source_run,program_or_operator,torch_versions_reproduced,platforms,verification_text,contract_valid,duplicate_relation,root_cause_id,root_cause_label,layer,symptom,axis,oracle,attribution,status_bucket,status_findings_csv,status_date,status_evidence,fix_merged,new_since_snapshot
C23,2,0920/22,comment,pytorch,https://github.com/pytorch/pytorch/issues/197554#issuecomment-5769650186,"TO_SUBMIT rows 50; `plan/reports_surgery/safety_mechanisms_lost.py`（10 行对照）、`deterministic_mode_parity.py`（确定性模式下 36 个""无确定性实现""的算子前向/反向 × CPU/CUDA 的报错对等性 + 7 种 `empty*` 的填充）；发现来源 `plan/scripts/model_surgery_diff.py`（10.4，76 例中 3 例）",three protections lost under Inductor (inference tensors deterministic fill etc.),2.14.0+cpu; 2.14.0+cu130; 2.15.0.dev20260911; 2.15.0.dev20260921,"Windows, Linux, CUDA T4",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows）；Linux 复核（Kaggle `tcc-safetylinux` / `tcc-safetygpu`，`plan/kaggle_out/safetylinux.log`、`safetygpu.log`）：Linux CPU 2.14.0 与 nightly 2.15.0.dev20260921 输出逐字相同；T4 CUDA（2.14.0+cu130）上前两项同样丢失，第三项在 CUDA 上只有整数 `empty` 不填充。三项都是 `aot_eager` 与 eager 一致、只有 Inductor 不同,yes (exception parity): three protections raise in eager and are silent under Inductor,"comment adding 3 members (inference-tensor check, deterministic put_, fill_uninitialized_memory) to umbrella #197554",RC50,"Inductor loses three eager protections (inference tensor in-place, deterministic put_, fill_uninitialized_memory) (bundle)",In,S,P-edge,EXC,A,Pending,pending,2026-09-25,host issue #197554 open; comment under others' issue; human comments on host since 2026-09-21: 2 -> eellison(2026-09-22); drisspg(2026-09-23),n/a (comment),
C24,2,0920/23,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198072,TO_SUBMIT rows 55; `plan/reports_fx/codegen_param_shadows_inf_nan.py`（symbolic_trace 复现）、`codegen_name_shadowing.py`（16 个占位符名 × 手工构图；中间节点名不受影响）,torch.fx: forward parameters named nan / inf shadow float constants in generated code,2.14.0+cpu; 2.15.0.dev20260911; 2.15.0.dev20260921,"Windows, Linux",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows，Python 3.14）；纯 `torch.fx`，不需要 C++ 编译器；Linux 复核（Kaggle `tcc-fxlinux`，`plan/kaggle_out/fxlinux.log`）：Linux CPU 2.14.0 与 nightly 2.15.0.dev20260921 输出逐字相同,yes (torch.fx contract): generated forward disagrees with Interpreter/eager when a parameter is named nan/inf,independent root cause,RC51,FX codegen parameter named nan/inf shadows the float constant,Fx,S,P-corpus,VALUE,B,Pending,pending,2026-09-25,"no human response in snapshot; re-check: 0 human comment(s), labels ['triage review', 'module: correctness (silent)', 'module: fx', 'bot-triaged', 'release triage'], human labels []",no,
C25,2,0920/24,comment,pytorch,https://github.com/pytorch/pytorch/issues/174386#issuecomment-5769669193,TO_SUBMIT rows 56; `plan/reports_surgery/issue_174386_recheck.py`（原复现 + 5 个变体）、`deterministic_mode_parity.py`（7 种 `empty*` × CPU/CUDA）；发现来源 `plan/scripts/model_surgery_diff.py`（10.4，用例 `deterministic_mode_empty_is_filled`）,deterministic mode: empty* not filled with NaN / max on Inductor CPU,2.14.0+cpu; 2.14.0+cu130; 2.15.0.dev20260911; 2.15.0.dev20260921,"Windows, Linux, CUDA T4",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows）；Linux CPU 2.14.0 与 nightly 2.15.0.dev20260921 同样不填充；Tesla T4 CUDA（2.14.0+cu130）：浮点 `empty*` 已填充，**整数 dtype 仍不填充**（Kaggle `tcc-safetylinux` / `tcc-safetygpu`，`plan/kaggle_out/safetylinux.log`、`safetygpu.log`）。`aot_eager` 与 eager 一致,yes: documented deterministic fill is applied by eager and not by Inductor CPU (reproduces on 2.14 and nightly after the fix),comment adding 2.14/nightly reproduction to closed #174386 (others' report; asked for reopen),RC52,Inductor CPU ignores deterministic fill of empty*,In,S,Q-context,VALUE,A,Pending,pending,2026-09-25,host issue #174386 closed; comment under others' issue; human comments on host since 2026-09-21: 0,n/a (comment),
C26,2,0920/25,comment,pytorch,https://github.com/pytorch/pytorch/issues/197889#issuecomment-5769751990,TO_SUBMIT rows 57; `plan/reports_scalar_seq/specialized_value_census_v2.py`（11.2 普查 v2：56 个程序——形状/下标类 18、按值分支的分解类 18、SymBool 类 7、int 实参类 13；nightly 上 7 个静默错、5 个编译失败）；日志 `plan/results/scalar_seq/census_v2_nightly.log`,second entry point of the same root cause: float-derived integer arguments baked in,2.14.0+cpu; 2.15.0.dev20260911,Windows,torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows）；关掉 FX 图缓存或 AOTAutograd 缓存任一个即正确（与 #197889 相同）,yes: same mechanism as C3 for float-derived int arguments,comment adding members (float-derived int arguments) to own #197889 (RC30),RC30,cached graph keeps a stale specialised Python scalar (float or float-derived int),Dy,S,Q-seq,VALUE,A,Pending,pending,2026-09-25,host issue #197889 open; comment under own issue; human comments on host since 2026-09-21: 0,n/a (comment),
C27,2,0920/26,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198077,"TO_SUBMIT rows 58; `plan/reports_fx/pickle_roundtrip_changes_semantics.py`（4 个图 × original / deepcopy / pickle / torch.save）、`dynamo_graph_pickle.py`（Dynamo 捕获的 `buf += g` 图，pickle 后缓冲区不再被更新）；发现来源 `plan/scripts/fx_codegen_vs_interpreter.py`（11.1：10,518 张手工构造的 FX 图，比较 Interpreter、`forward`、deepcopy、pickle 四种执行；pickle 这一档 103 张图不同）",GraphModule pickle / torch.save round trip turns in-place operator nodes into out-of-place ones,2.14.0+cpu; 2.15.0.dev20260911; 2.15.0.dev20260921,"Windows, Linux",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows，Python 3.14）；纯 `torch.fx`，不需要 C++ 编译器；Linux 复核（Kaggle `tcc-fxpicklelinux`，2026-09-22）：2.14.0+cpu 与 nightly 2.15.0.dev20260921+cpu 上两段代码的输出与下文逐字相同（`plan/kaggle_out/fxpicklelinux/log.txt`）,yes (torch.fx contract): pickled/torch.saved GraphModule computes something else than the original,independent root cause,RC53,GraphModule pickle round trip retraces in-place operators as out-of-place,Fx,S,Q-artifact,STATE,B,Pending,pending,2026-09-25,"no human response in snapshot; re-check: 0 human comment(s), labels ['triage review', 'module: pickle', 'module: serialization', 'module: correctness (silent)', 'module: fx', 'bot-triaged', 'release triage'], human labels []",no,
C28,2,0920/27,comment,pytorch,https://github.com/pytorch/pytorch/issues/183607#issuecomment-5769757314,TO_SUBMIT rows 60; `plan/reports_pairs/half_intermediates_cpu.py`（生成的 C++ 内核：`convert<float>` → 整条链 → `convert<at::Half>` 只在 store 时；`isinf` 读的是 float 中间量 `tmp2`）,float16 fused chains: intermediates not rounded to float16; isinf(y) False while y is inf,2.14.0+cpu; 2.14.0+cu130; 2.15.0.dev20260911; 2.15.0.dev20260921,"Windows, Linux, CUDA T4",Windows：torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu；Linux CPU：2.14.0 与 nightly 2.15.0.dev20260921；Tesla T4：2.14.0+cu130 与 nightly 2.15.0.dev20260921+cu130（Kaggle `tcc-halflinux`、`tcc-halfgpu`，`plan/kaggle_out/half*/log.txt`）——六种组合逐字相同,yes: fp16 intermediates computed in float32 give inf with isinf False in the same call,comment adding members (fp16 input without explicit cast; isinf inconsistency) to existing #183607 (others' report),RC54,Inductor CPU keeps fp16 fused-chain intermediates in float32,In,S,P-dtype,VALUE,A,Pending,pending,2026-09-25,host issue #183607 open; comment under others' issue; human comments on host since 2026-09-21: 0,n/a (comment),
C29,2,0920/28,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198081,TO_SUBMIT rows 65; `plan/reports_pairs/cuda_scan_and_any_u8.py`（后半段）；发现来源 `plan/scripts/opinfo_edge_sweep.py`（11.4：OpInfo 全算子 × 边界值 × int8/uint8/int16/bool，Linux，1455 对里唯一的 dtype 差异）,torch.any(uint8) returns bool instead of uint8 under Inductor,2.14.0+cpu; 2.14.0+cu130; 2.15.0.dev20260911; 2.15.0.dev20260921,"Windows, Linux, CUDA T4",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows）；Linux CPU 2.14.0（Kaggle `tcc-edgeint`，发现来源）；Tesla T4 CUDA 2.14.0+cu130 与 nightly 2.15.0.dev20260921+cu130 同样返回 bool（Kaggle `tcc-scangpu`，`plan/kaggle_out/scangpu/log.txt`）,yes: eager and compiled differ on the same program and inputs (silent divergence),independent root cause,RC55,lowering of any() returns bool for uint8,In,S,P-dtype,DTYPE,A,已确认,pending,2026-09-25,"CHANGED since 09-23: vikrambal located the root cause (reduce_any lowering bypasses _refs.any dtype handling, 09-22); no PR yet | re-check: 1 human comment(s), PRs [], human labels ['triaged (frgossen)']",no,"human comment(s) present but no verdict in snapshot: vikrambal(NONE,2026-09-22): 'Hello, I would love to work on this. I confirmed the root cause by taking a look at the code:\n_refs.any already preserve'"
C30,2,0920/29,comment,pytorch,https://github.com/pytorch/pytorch/issues/197554#issuecomment-5770289099,TO_SUBMIT rows 68; `plan/reports_pairs/dtype_not_implemented_lost.py`；发现来源 `plan/reports_pairs/lowering_vs_decomp_special_cases.py`（12.1：有专门 lowering 且分解含 dtype 特判的算子 × 触发特判的输入，106 例）,'dtype not implemented in eager' family: round(int8 decimals) glu(int8) adaptive pools ...,2.14.0+cpu; 2.15.0.dev20260911,Windows,torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows）；`aot_eager` 在每一行都与 eager 一致,yes (exception parity): same class as C37,comment adding members (dtype-not-implemented family) to maintainers' umbrella #197554; same mechanism as C37 (RC56),RC56,decompositions compute on dtypes whose eager kernels raise NotImplementedError (134 ops),In,S,P-dtype,EXC,A,Pending,pending,2026-09-25,host issue #197554 open; comment under others' issue; human comments on host since 2026-09-21: 2 -> eellison(2026-09-22); drisspg(2026-09-23),n/a (comment),
C31,2,0920/30,comment,pytorch,https://github.com/pytorch/pytorch/issues/198071#issuecomment-5770296071,TO_SUBMIT rows 69; `plan/reports_pairs/dtype_not_implemented_lost.py`（最后三例）；发现来源 `plan/reports_pairs/lowering_vs_decomp_special_cases.py`（12.1）,F.pad fill value wraps into the integer dtype,2.14.0+cpu; 2.15.0.dev20260911,Windows,torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows）；`aot_eager` 与 eager 一致,yes: eager and compiled differ on the same program and inputs (silent divergence),comment adding members (F.pad fill value) to own #198071 (RC49),RC49,"ops.constant wraps an out-of-range Python scalar into the tensor dtype (clamp bounds, pad value)",In,S,P-edge,VALUE,A,Pending,pending,2026-09-25,host issue #198071 open; comment under own issue; human comments on host since 2026-09-21: 0,n/a (comment),
C32,2,0920/31,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198118,TO_SUBMIT rows 71; `plan/reports_pairs/conj_lost_under_dispatch_mode.py`（主复现）、`python_key_conj_composites.py`（51 个复数 linalg 组合内核，只有 pinv/pinverse/polar 出错）、`$TEMP/linalg_scan.py` 逻辑已并入（全 `torch.linalg` 命名空间扫描：pinv、polar、matrix_sqrth）；发现来源 `scripts/opinfo_edge_sweep.py` int64/float64/complex64 组（Linux，`linalg.polar complex64` 一行）→ 逐层定位到 `_AnalyzeCustomOpInputOutputMode` → 任意 TorchDispatchMode → 排除 Conjugate 分发键可复现,complex pinv / polar / matrix_sqrth wrong under any TorchDispatchMode (conj views not materialised),2.14.0+cpu; 2.14.0+cu130; 2.15.0.dev20260911,"Windows, Linux, CUDA T4",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows）；complex64 与 complex128 都错，float32 正确；Linux CPU 2.14.0 与 nightly dev20260921 同 Windows；Tesla T4 CUDA（2.14.0+cu130 与 nightly）：`polar` 同样错（|mode − eager| 2.07 / 1.78），`pinv` 在 CUDA 上正确（cuSOLVER 路径不走同一内部公式）——Kaggle `tcc-conjgpu`，`plan/kaggle_out/conjgpu/log.txt`,yes: any TorchDispatchMode (including the forwarding mode torch.compile uses at runtime) changes eager values,independent root cause (RC01; supersedes B1's attribution),RC01,complex conj view not materialised inside composite linalg kernels under any TorchDispatchMode (pinv/polar/matrix_sqrth/lstsq),DM,S,Q-context,VALUE,B,Pending,pending,2026-09-25,"no human response in snapshot; re-check: 0 human comment(s), labels ['triage review', 'module: complex', 'module: linear algebra', 'module: correctness (silent)', 'module: __torch_dispatch__', 'module: python dispatcher', 'bot-triaged', 'release triage'], human labels []",no,
C33,2,0920/32,comment,pytorch,https://github.com/pytorch/pytorch/issues/197084#issuecomment-5770677350,TO_SUBMIT row: none; `plan/reports_pairs/conj_lost_under_dispatch_mode.py`；梯度部分见本稿代码块,correction: the wrong gradient of B1 comes from the forward under the dispatch mode,2.14.0+cpu; 2.15.0.dev20260911,Windows (header names no platform; local run),torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu：转发 mode 下的 eager 梯度与 compile 梯度逐位相同（差 0.0），与 float64 参照差 17.4（原 issue 的 1.7e+01）；只让前向在 mode 下跑、反向在外面跑，梯度同样错,"yes: same divergence as B1, corrected attribution",comment adding the corrected root cause to own #197084 (RC01),RC01,complex conj view not materialised inside composite linalg kernels under any TorchDispatchMode (pinv/polar/matrix_sqrth/lstsq),DM,S,Q-context,GRAD,B,Pending,pending,2026-09-25,host issue #197084 open; comment under own issue; human comments on host since 2026-09-21: 0,n/a (comment),
C34,2,0920/33,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198119,TO_SUBMIT rows 72; `plan/reports_pairs/avg_pool_ceil_mode_backward.py`；发现来源 `plan/scripts/opinfo_edge_sweep.py --grad`（12.2：OpInfo 全算子 × 边界值 × 反向，float32，454 对；`nn.functional.avg_pool1d` 样本 2）,avg_pool backward with ceil_mode uses the full kernel size as divisor for the last window,2.14.0+cpu; 2.14.0+cu130; 2.15.0.dev20260911,"Windows, Linux, CUDA T4",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows）；1-D / 2-D 都错（3-D 走 fallback，正确）；`aot_eager` 与 eager 一致；Tesla T4 CUDA（2.14.0+cu130 与 nightly dev20260921）逐字相同（Kaggle `tcc-avgpoolgpu`，`plan/kaggle_out/avgpoolgpu/log.txt`）；Linux CPU 同,yes: eager and compiled differ on the same program and inputs (silent divergence),independent root cause,RC57,avg_pool backward ceil_mode divisor,In,S,P-edge,GRAD,A,Pending,pending,2026-09-25,"no human response in snapshot; re-check: 0 human comment(s), labels ['triaged', 'module: correctness (silent)', 'module: pooling', 'oncall: pt2', 'module: inductor', 'bot-triaged', 'release triage'], human labels ['triaged (frgossen)']",no,
C35,2,0920/34,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198133,TO_SUBMIT rows 75; `plan/reports_pairs/vector_acosh_erfinv.py`（mpmath 30 位参照）；发现来源 `plan/reports_pairs/large_arg_special_functions.py`（11.4 延伸：特殊函数 × 大参数/近奇点 × 向量/标量路径）,erfinv loses accuracy near +-1 on Inductor CPU,2.14.0+cpu; 2.14.0+cu130; 2.15.0.dev20260911,"Windows, Linux, CUDA T4",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows）；标量尾部与向量主体（n=3 与 n=64）同样错；Linux gcc（Kaggle `tcc-sleeflinux`）：同样错但幅度小（f32 7.8e-6、f64 6.2e-5）；Tesla T4（Kaggle `tcc-erfinvgpu`，2.14.0+cu130 与 nightly）：CUDA 编译结果与参照一致——CPU 后端专属,yes: relative error 7.5e-3 (MSVC) / 7.8e-6 (gcc) vs eager exact to a 30-digit reference; beyond the float32 tolerance,independent root cause,RC58,ATen calc_erfinv cancellation near +-1 (CPU),In,S,P-edge,PRECISION,A,Pending,pending,2026-09-25,"no human response in snapshot; re-check: 0 human comment(s), labels ['module: cpu', 'triaged', 'module: correctness (silent)', 'oncall: pt2', 'module: inductor', 'bot-triaged', 'release triage'], human labels ['triaged (frgossen)']",no,
C36,2,0920/35,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198134,TO_SUBMIT rows 76; `plan/reports_pairs/vector_acosh_erfinv.py`；发现来源 `scripts/opinfo_edge_sweep.py` int64/float64/complex64 组（Linux）`acosh float64` 一行 + `reports_pairs/large_arg_special_functions.py`,vectorized float64 acosh overflows for x > 1.34e154,2.14.0+cpu; 2.15.0.dev20260911,"Windows, Linux, CUDA T4",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows，AVX2）；Linux gcc 上 11.4 扫描同样命中；阈值 √DBL_MAX ≈ 1.34e154（1.34e154 有限，1.35e154 起 inf）；n ≥ 8 走向量路径出错，n = 3 标量尾部正确；float32 正确（SLEEF float 路径已在 #184359 一类里处理）；Tesla T4 CUDA 正确（Kaggle `tcc-erfinvgpu`）——CPU 向量后端专属,yes: compiled float64 acosh returns inf where eager is finite,independent root cause,RC59,Vectorized<double>::acosh overflow (SLEEF),In,S,P-edge,VALUE,A,Pending,pending,2026-09-25,"no human response in snapshot; re-check: 0 human comment(s), labels ['module: cpu', 'triaged', 'module: sleef', 'module: correctness (silent)', 'oncall: pt2', 'module: inductor', 'bot-triaged', 'release triage'], human labels ['triaged (frgossen)']",no,
C37,2,0920/36,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198155,TO_SUBMIT rows 77; `plan/kaggle_out/edgeunsup/cases.jsonl`、`plan/results/pairs/unsupported_family_list.md`（分组清单）、`plan/reports_pairs/unsupported_dtype_family.py`（41 个代表用例，本机复核）,134 operators run under compile on dtypes their eager kernels reject (418 pairs),2.14.0; 2.15.0.dev20260911,"Windows, Linux","全量清单来自 Linux CPU（Kaggle `tcc-edgeunsup`，torch 2.14.0，`scripts/opinfo_edge_sweep.py --unsupported`：OpInfo 全算子 × 各自不支持的 dtype，1,345 对）；Windows 上 41 个代表用例在 2.14.0 与 nightly 2.15.0.dev20260911 复核，33 个静默（其余 8 个响亮报错）","yes (exception parity): eager raises NotImplementedError, compiled returns values no eager kernel defines; class tracked by maintainers in #197554",independent root cause (RC56); exhaustive list of the family C30 sketched,RC56,decompositions compute on dtypes whose eager kernels raise NotImplementedError (134 ops),In,S,P-dtype,EXC,A,已确认,pending,2026-09-25,"AMBIGUOUS: maintainer eellison (09-22) questions restricting compile for an eager limitation; draft PR #198316 (no 'Fixes' keyword) covers 6 bitwise ops (09-23). Counted 已确认 (maintainer engaged); by the letter of rule 1 a fix PR exists -> could be 已修复; by eellison's view part of it could be 拒绝 | re-check: 3 human comment(s), PRs [(198316, 'open', False)], human labels ['triaged (frgossen)']",no (open PR referencing it: #198316),"human comment(s) present but no verdict in snapshot: eellison(CONTRIBUTOR,2026-09-22): ""IMO, there's no particular reason to restrict torch.compile here because of an eager limitation, if the operator is well""; shyamsharmas124-commits(NONE,2026-09-23): 'Opened a draft PR covering 6 of the operators here: bitwise_not, bitwise_and, bitwise_or, bitwise_xor, and their reflect'; shyamsharmas124-commits(NONE,2026-09-23): ""@eellison that's a fair challenge, and it applies directly to #198316 -- want to ask before doing anything else with it."""
C38,2,0920/37,comment,pytorch,https://github.com/pytorch/pytorch/issues/198155#issuecomment-5773214257,TO_SUBMIT rows 81; `plan/kaggle_out/edgeunsupgpu/cases.jsonl`,the same family on CUDA: 383 silent pairs of which 73 CUDA-specific,2.14.0+cu130,"Linux, CUDA T4","Tesla T4，torch 2.14.0+cu130（Kaggle `tcc-edgeunsupgpu`，`--unsupported --device cuda`，1,303 对）",yes (exception parity): same class as C37 on CUDA,comment adding CUDA members to own #198155 (RC56),RC56,decompositions compute on dtypes whose eager kernels raise NotImplementedError (134 ops),In,S,P-dtype,EXC,A,Pending,pending,2026-09-25,host issue #198155 open; comment under own issue; human comments on host since 2026-09-21: 3 -> eellison(2026-09-22); shyamsharmas124-commits(2026-09-23); shyamsharmas124-commits(2026-09-23),n/a (comment),
C39,2,0920/38,comment,pytorch,https://github.com/pytorch/pytorch/issues/198118#issuecomment-5773243640,"TO_SUBMIT rows 82; `plan/scripts/dispatch_mode_grad_sweep.py`（955 个可求导 (算子, dtype) 对：只有 pinv/pinverse、matrix_sqrth、lstsq 的复数梯度在 mode 下变）、`plan/reports_pairs/lstsq_complex_grad_under_mode.py`",the dispatch-mode mechanism also breaks linalg.lstsq backward; FlopCounterMode triggers it,2.14.0+cpu; 2.15.0.dev20260911,Windows,torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows）,yes: gradient under a dispatch mode differs from plain eager (lstsq); FlopCounterMode alone triggers it,"comment adding members (lstsq backward, FlopCounterMode) to own #198118 (RC01)",RC01,complex conj view not materialised inside composite linalg kernels under any TorchDispatchMode (pinv/polar/matrix_sqrth/lstsq),DM,S,Q-context,GRAD,B,Pending,pending,2026-09-25,host issue #198118 open; comment under own issue; human comments on host since 2026-09-21: 0,n/a (comment),
C40,2,0920/39,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198183,TO_SUBMIT rows 85; `plan/scripts/special_vs_mpmath.py`（8.3：44 个一元数学函数 × 近奇点/大参数 × n=64 × f32/f64 vs mpmath 30 位；命中 erf、atanh、erfinv、acosh）、`$TEMP/erfcurve.py` / `erf2.py` 逻辑并入稿内代码,vectorized float32 erf loses all relative accuracy near 0; vector atanh returns 0 below eps,2.14.0+cpu; 2.15.0.dev20260911; 2.15.0.dev20260922,"Windows, Linux",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows，eager capability AVX512）；n=3（标量尾部）正确、n ≥ 8（向量主体）错；float64 `erf` 正确（float64 向量 erf 走别的实现）；Linux（Kaggle `tcc-erflinux`，2.14.0+cpu 与 nightly 2.15.0.dev20260922+cpu，capability AVX2）同错：n=64 曲线逐点一致（1e-7→0，1e-5 相对误差 1.7e-2），且 n=3 也错（gcc 下尾循环用带掩码的向量，没有标量尾部）,yes: compiled float32 erf returns 0 for |x|<=1e-7 and 1.7e-2 relative error at 1e-5; eager exact,independent root cause,RC60,Vectorized<float>::erf polynomial loses relative accuracy near 0 (and atanh),In,S,P-edge,PRECISION,A,Pending,pending,2026-09-25,"no human response in snapshot; re-check: 0 human comment(s), labels ['oncall: pt2', 'oncall: cpu inductor', 'bot-triaged'], human labels []",no,
C41,2,0920/40,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198189,"TO_SUBMIT rows 89; `plan/scripts/graph_break_insertion_diff.py`（7.6：语料 185 程序逐语句插 graph break；`collections_types` 在 `od['a']=…` 与 `move_to_end` 前后各插一个 break 时键序变 `['z','a']`）；`$TEMP/od_input.py`、`od_variants.py`、`od_bisect.py`（最小化：不需要 graph break，字典是入参或对象属性即可）",OrderedDict.move_to_end on an input dict is silently dropped,2.14.0+cpu; 2.15.0.dev20260911; 2.15.0.dev20260922,"Windows, Linux","torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows，Python 3.14）；`backend=""eager""`，与后端无关，纯 Dynamo；**Linux x86-64 / Python 3.12 已复核**（Kaggle `tcc-dynsemlinux`，torch 2.14.0 与 nightly 2.15.0.dev20260922：`graph_break_insertion_diff.py` 的 `collections_types` 分歧与 Windows 逐条相同）",yes (state): move_to_end on an input dict silently dropped,independent root cause,RC61,Dynamo OrderedDict.move_to_end not replayed,Dy,S,Q-gbreak,STATE,A,已修复,pending,2026-09-25,"CHANGED since 09-23: fix PR #198518 '[dynamo] Fix silent dropped mutation for OrderedDict.move_to_end' (Fixes) opened; vikrambal root cause 09-22 | re-check: 1 human comment(s), PRs [(198518, 'open', True)], human labels ['low priority (frgossen)', 'triaged (frgossen)']",no (open fix PR #198518),"human comment(s) present but no verdict in snapshot: vikrambal(NONE,2026-09-22): 'Hello, this seems interesting to claim. Can I take it on? Here is my assessment of the root cause - \n\n- OrderedDictVaria'"
C42,2,0920/41,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198190,TO_SUBMIT rows 90; `plan/scripts/reconstruct_diff.py`（12.6：79 种返回对象的重建差分——enumerate / reversed / islice / tee / 部分消费的 list_iterator / 生成器表达式 / `Module.children()` 同样变 tuple_iterator，其余 partial / namedtuple / 异常链 / defaultdict / deque / ChainMap / 切片 / 大整数 / dict 视图等全部一致）、`$TEMP/gen_kinds.py`（触发条件）；`plan/scripts/graph_break_insertion_diff.py`（7.6：语料逐语句插 graph break，`gen_send` / `gen_throw` 新增 AttributeError、`gen_retu,a generator that escapes the compiled region comes back as an exhausted tuple_iterator,2.14.0+cpu; 2.15.0.dev20260911; 2.15.0.dev20260922,"Windows, Linux","torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows，Python 3.14）；`backend=""eager""`；`torch._dynamo.config.enable_faithful_generator_behavior` 真/假都一样；**Linux x86-64 / Python 3.12 已复核**（Kaggle `tcc-dynsemlinux`，torch 2.14.0 与 nightly 2.15.0.dev20260922：`graph_break_insertion_diff.py` 的 `gen_send` / `gen_throw` / `gen_return_value_stopiteration` 分歧与 Windows 逐条相同）",yes (type/alias): generator returned from a compiled region comes back as an exhausted tuple_iterator,independent root cause,RC62,escaped generator reconstructed as an exhausted tuple_iterator,Dy,S,Q-gbreak,ALIAS,A,已确认,pending,2026-09-25,"CHANGED since 09-23 (judgement call): JEWEL169 analysed LocalGeneratorObjectVariable reconstruction and argues it is a bug (09-22); no maintainer comment, no PR | re-check: 1 human comment(s), PRs [], human labels ['triaged (frgossen)']",no,"human comment(s) present but no verdict in snapshot: JEWEL169(NONE,2026-09-22): ""I'd like to pick this up if nobody on the pt2 side is already on it.\n\nOne more data point in favour of treating this as """
C43,2,0920/41b,comment,pytorch,https://github.com/pytorch/pytorch/issues/198190#issuecomment-5776320367,TO_SUBMIT row: none; `plan/scripts/reconstruct_diff.py`（79 种返回对象的重建差分，`results/reconstruct/cases.jsonl`）、`$TEMP/gen_kinds.py`（触发条件）；台账 90,trigger condition (tensor work in the body) and the iterator family,2.14.0+cpu; 2.15.0.dev20260911,Windows,"torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows，Python 3.14）；`backend=""eager""`",yes: same divergence as C42 (trigger condition),comment adding trigger condition / iterator family to own #198190 (RC62),RC62,escaped generator reconstructed as an exhausted tuple_iterator,Dy,S,Q-gbreak,ALIAS,A,Pending,pending,2026-09-25,host issue #198190 open; comment under own issue; human comments on host since 2026-09-21: 1 -> JEWEL169(2026-09-22),n/a (comment),
C44,2,0920/42,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198192,TO_SUBMIT rows 94; `tcc/dynamo_semantics_batch4.py::try_error_in_except_handler`（语料第 4 批基线分歧，台账 94）；`$TEMP/nested_try.py`、`nested_try2.py`、`exc_types.py`（25 种算子错误：IndexError 族 12/12 逃出，RuntimeError 族 10/11 被捕获——唯一例外 `gather` 越界是运行期数据依赖错误，另当别论；TypeError 族变 `Unsupported`）,IndexError raised by a tensor op skips the user's except handler,2.14.0+cpu; 2.15.0.dev20260911,Windows,"torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows，Python 3.14）；`backend=""eager""`，纯 Dynamo；`fullgraph` 真假都一样（假时也不回退到 eager）","yes (exception): IndexError skips the user's handler under compile, caught in eager",independent root cause,RC63,IndexError from a tensor op skips the user's except handler,Dy,S,P-corpus,EXC,A,Pending,pending,2026-09-25,"no human response in snapshot; re-check: 0 human comment(s), labels ['triaged', 'oncall: pt2', 'module: dynamo', 'bot-triaged', 'release triage'], human labels []",no,
